reference,country_name,hdi_category,indicator_name,values
,Angola,LOW HUMAN DEVELOPMENT,Share of income or expenditure Poorest 20%,..
,Benin,LOW HUMAN DEVELOPMENT,Share of income or expenditure Poorest 20%,7.4
,Malawi,LOW HUMAN DEVELOPMENT,Share of income or expenditure Poorest 20%,7.0
,Zambia,LOW HUMAN DEVELOPMENT,Share of income or expenditure Poorest 20%,3.6
,Côte d'Ivoire,,Share of income or expenditure Poorest 20%,5.2
,Burundi,,Share of income or expenditure Poorest 20%,5.1
,Congo (Democratic Republic of the),,Share of income or expenditure Poorest 20%,..
,Ethiopia,,Share of income or expenditure Poorest 20%,9.1
,Chad,,Share of income or expenditure Poorest 20%,..
,Central African Republic,,Share of income or expenditure Poorest 20%,2.0
,Mozambique,,Share of income or expenditure Poorest 20%,5.4
,Mali,,Share of income or expenditure Poorest 20%,6.1
,Niger,,Share of income or expenditure Poorest 20%,2.6
,Guinea-Bissau,,Share of income or expenditure Poorest 20%,5.2
,Burkina Faso,,Share of income or expenditure Poorest 20%,6.9
,Sierra Leone,,Share of income or expenditure Poorest 20%,1.1
,Iceland,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Norway,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,37.2
,Australia,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,41.3
,Canada,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,39.9
,Ireland,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,42.0
,Sweden,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,36.6
,Switzerland,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,41.3
,Japan,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,35.7
,Netherlands,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,38.7
,France,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,40.2
,Finland,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,36.7
,United States,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,45.8
,Spain,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,42.0
,Denmark,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,35.8
,Austria,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,37.8
,United Kingdom,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,44.0
,Belgium,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,41.4
,Luxembourg,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,New Zealand,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,43.8
,Italy,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,42.0
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,50.7
,Germany,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,36.9
,Israel,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,44.9
,Greece,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,41.5
,Singapore,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,49.0
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,37.5
,Slovenia,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,35.7
,Cyprus,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Portugal,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,45.9
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Barbados,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,35.9
,Kuwait,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Malta,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Qatar,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Hungary,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,36.5
,Poland,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,42.2
,Argentina,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,55.4
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Chile,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,60.0
,Bahrain,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Slovakia,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,34.8
,Lithuania,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,43.2
,Estonia,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,42.8
,Latvia,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,44.7
,Uruguay,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,50.5
,Croatia,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,39.6
,Costa Rica,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,54.1
,Bahamas,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Seychelles,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Cuba,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Mexico,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,55.1
,Bulgaria,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,38.3
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Tonga,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Oman,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,44.9
,Romania,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,39.2
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Panama,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,59.9
,Malaysia,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,54.3
,Belarus,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,38.3
,Mauritius,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,35.8
,Russian Federation,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,46.6
,Albania,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,39.5
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,45.5
,Brazil,HIGH HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,61.1
,Dominica,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,41.5
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,52.1
,Colombia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,62.7
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,37.5
,Samoa,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Thailand,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,49.0
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,56.7
,Belize,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,China,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,51.9
,Grenada,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Armenia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,42.8
,Turkey,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,49.7
,Suriname,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Jordan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,46.3
,Peru,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,56.7
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,58.0
,Philippines,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,50.6
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,47.3
,Fiji,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,49.9
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,61.9
,Georgia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,46.4
,Guyana,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,44.5
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,48.0
,Maldives,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,51.6
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,55.9
,Algeria,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,42.6
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,44.3
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,43.3
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,47.5
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,49.3
,Moldova,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,41.4
,Egypt,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,43.6
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,44.7
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,40.5
,Honduras,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,58.3
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,39.4
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,63.0
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,59.5
,Gabon,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,62.2
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,40.8
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,65.1
,Namibia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,78.7
,Morocco,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,46.6
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,India,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,45.3
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,43.3
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,49.6
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Ghana,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,46.6
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,40.3
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,45.7
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,66.5
,Congo,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,42.7
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,56.3
,Nepal,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,54.6
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,53.5
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,50.9
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,56.5
,Haiti,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,63.4
,Sudan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Kenya,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,49.1
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,55.7
,Togo,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Yemen,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,41.2
,Uganda,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,52.5
,Gambia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,53.4
,Senegal,LOW HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,48.4
,Eritrea,LOW HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Nigeria,LOW HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,49.2
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,42.4
,Guinea,LOW HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,46.1
,Rwanda,LOW HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,53.0
,Angola,LOW HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,..
,Benin,LOW HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,44.5
,Malawi,LOW HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,46.6
,Zambia,LOW HUMAN DEVELOPMENT,Share of income or expenditureRichest 20%,55.1
,Côte d'Ivoire,,Share of income or expenditureRichest 20%,50.7
,Burundi,,Share of income or expenditureRichest 20%,48.0
,Congo (Democratic Republic of the),,Share of income or expenditureRichest 20%,..
,Ethiopia,,Share of income or expenditureRichest 20%,39.4
,Chad,,Share of income or expenditureRichest 20%,..
,Central African Republic,,Share of income or expenditureRichest 20%,65.0
,Mozambique,,Share of income or expenditureRichest 20%,53.6
,Mali,,Share of income or expenditureRichest 20%,46.6
,Niger,,Share of income or expenditureRichest 20%,53.3
,Guinea-Bissau,,Share of income or expenditureRichest 20%,53.4
,Burkina Faso,,Share of income or expenditureRichest 20%,47.2
,Sierra Leone,,Share of income or expenditureRichest 20%,63.4
,Iceland,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Norway,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,23.4
,Australia,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,25.4
,Canada,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,24.8
,Ireland,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,27.2
,Sweden,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,22.2
,Switzerland,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,25.9
,Japan,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,21.7
,Netherlands,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,22.9
,France,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,25.1
,Finland,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,22.6
,United States,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,29.9
,Spain,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,26.6
,Denmark,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,21.3
,Austria,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,23.0
,United Kingdom,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,28.5
,Belgium,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,28.1
,Luxembourg,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,New Zealand,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,27.8
,Italy,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,26.8
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,34.9
,Germany,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,22.1
,Israel,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,28.8
,Greece,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,26.0
,Singapore,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,32.8
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,22.5
,Slovenia,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,21.4
,Cyprus,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Portugal,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,29.8
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Barbados,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,22.4
,Kuwait,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Malta,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Qatar,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Hungary,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,22.2
,Poland,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,27.0
,Argentina,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,38.2
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,`
,Chile,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,45.0
,Bahrain,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Slovakia,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,20.9
,Lithuania,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,27.7
,Estonia,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,27.6
,Latvia,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,29.1
,Uruguay,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,34.0
,Croatia,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,24.5
,Costa Rica,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,37.4
,Bahamas,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Seychelles,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Cuba,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Mexico,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,39.4
,Bulgaria,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,23.9
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Tonga,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Oman,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,28.8
,Romania,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,24.4
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Panama,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,43.0
,Malaysia,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,38.4
,Belarus,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,23.5
,Mauritius,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,21.4
,Russian Federation,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,30.6
,Albania,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,24.4
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,29.6
,Brazil,HIGH HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,44.8
,Dominica,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,25.9
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,35.2
,Colombia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,46.9
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,23.0
,Samoa,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Thailand,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,33.4
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,41.1
,Belize,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,China,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,34.9
,Grenada,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Armenia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,29.0
,Turkey,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,34.1
,Suriname,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Jordan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,30.6
,Peru,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,40.9
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,41.6
,Philippines,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,34.2
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,31.5
,Fiji,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,33.7
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,46.1
,Georgia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,30.3
,Guyana,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,29.5
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,32.7
,Maldives,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,35.8
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,38.8
,Algeria,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,26.8
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,28.8
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,28.5
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,..
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,31.7
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,33.8
,Moldova,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,26.4
,Egypt,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,29.5
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,29.6
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,24.6
,Honduras,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,42.2
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Share of income or expenditure Richest 10%,24.3
